M Leit‹o,"Silva lopes Mde F, Leitão AL, Marques JJ, Carrondo MJ, Crespo MT. Processing of extracellular lipase of Lactobacillus plantarum: involvement of a metalloprotease. FEMS Microbiol Lett. 1999;176(2):483-7.",
Adrian Oehmen,,
Gilda Carvalho,"Silva AF, Carvalho G, Soares R, Coelho AV, Barreto crespo MT. Step-by-step strategy for protein enrichment and proteome characterisation of extracellular polymeric substances in wastewater treatment systems. Appl Microbiol Biotechnol. 2012;95(3):767-76.",
Maria Albuquerque,,
B Oliveira,,
M Benoliel,"Pereira VJ, Marques R, Marques M, Benoliel MJ, Barreto crespo MT. Free chlorine inactivation of fungi in drinking water sources. Water Res. 2013;47(2):517-23.",
M Crespo,"Pereira VJ, Marques R, Marques M, Benoliel MJ, Barreto crespo MT. Free chlorine inactivation of fungi in drinking water sources. Water Res. 2013;47(2):517-23.",
M San Rom‹o,"Pereira VJ, Fernandes D, Carvalho G, Benoliel MJ, San romão MV, Barreto crespo MT. Assessment of the presence and dynamics of fungi in drinking water sources using cultural and molecular methods. Water Res. 2010;44(17):4850-9.",
R Samson,,
Andreia Rodrigues,,
C_lia Miguel,"Gonçalves S, Cairney J, Rodríguez MP, Cánovas F, Oliveira M, Miguel C. PpRab1, a Rab GTPase from maritime pine is differentially expressed during embryogenesis. Mol Genet Genomics. 2007;278(3):273-82.",
Jeffrey Dean,,
Jos_ de Vega-Bartol,,
Marta Sim›es,,
Rob Alba,,
Ana Farinha,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
C‡tia Fonseca,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Isabel Abreu,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
M Oliveira,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Mafalda Rodrigues,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Nelson Saibo,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Nuno Gonçalves,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Rita Batista,"Abreu IA, Farinha AP, Negrão S, et al. Coping with abiotic stress: proteome changes for crop improvement. J Proteomics. 2013;93:145-68.",
Arnulf Kletzin,,
Carlos Fraz‹o,,
Dennis Petrasch,,
Micael Freitas,,
Ana Coroadinha,,
Ana Rodrigues,,
Eric Kremer,,
H_lio Tom‡s,,
Paulo Fernandes,,
B‡rbara Almeida,,
Ivone Vaz-Moreira,,
Olga Nunes,,
A Knudsen,,
A Stensballe,,
B Almeida,,
G Carvalho,,
H Kjeldal,,
I Lolas,,
J Nielsen,,
K Nielsen,,
M Barreto Crespo,"Silva AF, Carvalho G, Soares R, Coelho AV, Barreto crespo MT. Step-by-step strategy for protein enrichment and proteome characterisation of extracellular polymeric substances in wastewater treatment systems. Appl Microbiol Biotechnol. 2012;95(3):767-76.",
M Marques,"Pereira VJ, Marques R, Marques M, Benoliel MJ, Barreto crespo MT. Free chlorine inactivation of fungi in drinking water sources. Water Res. 2013;47(2):517-23.",
R Marques,"Pereira VJ, Marques R, Marques M, Benoliel MJ, Barreto crespo MT. Free chlorine inactivation of fungi in drinking water sources. Water Res. 2013;47(2):517-23.",
Brigitte Courtois,,
Glenn Gregorio,,
Inês Pires,,
Jo‹o Maroco,,
Kenneth McNally,,
M Almadanim,,
Pedro Cruz,"Moreira JL, Feliciano AS, Santana PC, Cruz PE, Aunins JG, Carrondo MJ. Repeated-batch cultures of baby hamster kidney cell aggregates in stirred vessels. Cytotechnology. 1994;15(1-3):337-49.",
Arne Staby,,
Carl-Fredrik Mandenius,,
Friedemann Hesse,,
Henry Weichert,,
Jarka Glassey,,
Martina Micheletti,,
Otto-Wilhelm Merten,,
Rui Oliveira,"Teixeira AP, Oliveira R, Alves PM, Carrondo MJ. Advances in on-line monitoring and control of mammalian cell cultures: Supporting the PAT initiative. Biotechnol Adv. 2009;27(6):726-32.",
Thomas Noll,,
Axel Beier,,
Catarina Brito,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Heiko Zimmermann,,
Julia Schulz,,
Margarida Serra,,
Petter Bj_rquist,,
Rita Malpique,,
Ana Coelho,"Silva AF, Carvalho G, Soares R, Coelho AV, Barreto crespo MT. Step-by-step strategy for protein enrichment and proteome characterisation of extracellular polymeric substances in wastewater treatment systems. Appl Microbiol Biotechnol. 2012;95(3):767-76.",
Ana Marques,,
Maria San Rom‹o,,
Ana Almeida,,
Cl‡udia Queiroga,,
Andr_ de Almeida,,
Damien Meyer,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Dominique Martinez,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Isabel Marcelino,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Ludovic Pruneau,,
Miguel Ventosa,,
Nathalie Vachi_ry,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Cristina Pereira,,
Daniel Sim‹o,,
Inês Costa,,
Johannes Schwarz,,
Charlotte Dalba,,
David Klatzmann,,
Miguel Guerreiro,,
Catarina Franco,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
Christian Sheikboudou,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
M—nica Barreto,"Marcelino I, De almeida AM, Brito C, et al. Proteomic analyses of Ehrlichia ruminantium highlight differential expression of MAP1-family proteins. Vet Microbiol. 2012;156(3-4):305-14.",
A Amaral,,
Ana Duarte,,
L_lia Chambel,,
Maria Teixeira,,
Arjen van Nieuwenhuijzen,,
Maria Lousada-Ferreira,,
Ant—nio Rold‹o,,
Christa Burger,,
Francisca Monteiro,,
Gonçalo Real,,
M Carrondo,"Silva AC, Yami M, Libeau G, Carrondo MJ, Alves PM. Testing a new formulation for Peste des Petits Ruminants vaccine in Ethiopia. Vaccine. 2014;32(24):2878-81.",
Catherine Brenner,,
Helena Vieira,,
Ren_ F‡ber,,
Alessandro Vercelli,,
Ana Amaral,,
Hansjorg Hauser,,
Leonor Gama-Norton,,
Ana Pereira,,
Roberto Moraes,"Maranga L, Mendonça RZ, Bengala A, et al. Enhancement of Sf-9 cell growth and longevity through supplementation of culture medium with hemolymph. Biotechnol Prog. 2003;19(1):58-63.",
Raquel Ambr—sio,,
D Fernandes,"Pereira VJ, Fernandes D, Carvalho G, Benoliel MJ, San romão MV, Barreto crespo MT. Assessment of the presence and dynamics of fungi in drinking water sources using cultural and molecular methods. Water Res. 2010;44(17):4850-9.",
L’bia Z_-Z_,,
Maria San-Rom‹o,,
Eug_nio Ferreira,,
Paula Fareleira,,
Rog_rio Tenreiro,,
Christina Nielsen-LeRoux,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71.",
Fr_d_ric Gaspar,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71.",
Lionel Rigottier-Gois,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71.",
Maria Crespo,,
Maria Lopes,?,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71."
Neuza Teixeira,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71.",
Pascale Serror,"Gaspar F, Teixeira N, Rigottier-gois L, et al. Virulence of Enterococcus faecalis dairy strains in an insect model: the role of fsrB and gelE. Microbiology (Reading, Engl). 2009;155(Pt 11):3564-71.",
Conceiç‹o Santos,,
Eleazar Rodriguez,,
Jo‹o Loureiro,,
Liliana Marum,,
J Paiva,,
M Bas’lio,,
M Domingues,,
A Panet,,
J Dias,,
M Carmo,,
C Pereira,"Maranga L, Mendonça RZ, Bengala A, et al. Enhancement of Sf-9 cell growth and longevity through supplementation of culture medium with hemolymph. Biotechnol Prog. 2003;19(1):58-63.",
J Lolkema,,
Adriana Yokomizo,,
A Teixeira,"Teixeira AP, Duarte TM, Carrondo MJ, Alves PM. Synchronous fluorescence spectroscopy as a novel tool to enable PAT applications in bioprocesses. Biotechnol Bioeng. 2011;108(8):1852-61.",
Erwin Gorjup,,
Hagen von Briesen,,
Liliana Cunha,,
D Matos,,
Margarida Rocheta,,
Maria Oliveira,,
Julien Gibon,,
Maryvonne Moulin-Schouleur,,
M_lanie Cortes,,
Nathalie Chanteloup,,
Philippe Gilot,,
A Cunha,"Clemente JJ, Monteiro SM, Carrondo MJ, Cunha AE. Predicting sporulation events in a bioreactor using an electronic nose. Biotechnol Bioeng. 2008;101(3):545-52.",
J Clemente,"Clemente JJ, Monteiro SM, Carrondo MJ, Cunha AE. Predicting sporulation events in a bioreactor using an electronic nose. Biotechnol Bioeng. 2008;101(3):545-52.",
Matthias Haury,,
Ambrose Jong,,
Feng Chi,,
Lina He,,
Sheng-He Huang,,
Ana Pires,,
F Dion’sio,,
Lu’s Fonseca,,
Jœlia Costa,,
S—nia Santos,,
"Gonçalves S, Cairney J, Rodríguez MP, Cánovas F, Oliveira M, Miguel C. PpRab1, a Rab GTPase from maritime pine is differentially expressed during embryogenesis. Mol Genet Genomics. 2007;278(3):273-82.",,
John Cairney,"Gonçalves S, Cairney J, Rodríguez MP, Cánovas F, Oliveira M, Miguel C. PpRab1, a Rab GTPase from maritime pine is differentially expressed during embryogenesis. Mol Genet Genomics. 2007;278(3):273-82.",
Margarida Oliveira,"Gonçalves S, Cairney J, Rodríguez MP, Cánovas F, Oliveira M, Miguel C. PpRab1, a Rab GTPase from maritime pine is differentially expressed during embryogenesis. Mol Genet Genomics. 2007;278(3):273-82.",
Mar’a Rodr’guez,"Gonçalves S, Cairney J, Rodríguez MP, Cánovas F, Oliveira M, Miguel C. PpRab1, a Rab GTPase from maritime pine is differentially expressed during embryogenesis. Mol Genet Genomics. 2007;278(3):273-82.",
A Charpilienne,,
A Hidmark,,
C Istrate,,
D Poncet,,
G McInerney,,
I Douagi,,
J Hinkula,,
K Johansen,,
K-E Magnusson,,
L Svensson,,
David Breslauer,,
G Plum,,
Marta Abrantes,,
Ana Sim›es,,
Jos_ Marques,"Silva lopes Mde F, Leitão AL, Marques JJ, Carrondo MJ, Crespo MT. Processing of extracellular lipase of Lactobacillus plantarum: involvement of a metalloprotease. FEMS Microbiol Lett. 1999;176(2):483-7.",
Jorge Cordeiro,,
Changhe Zhang,"Zhang C, Fevereiro PS. The effect of heat shock on paclitaxel production in Taxus yunnanensis cell suspension cultures: role of abscisic acid pretreatment. Biotechnol Bioeng. 2007;96(3):506-14.",
D Wirth,,
H Hauser,,
L Gama-Norton,,
Ana Simpl’cio,,
John Clancy,,
John Gilmer,,
Arthur Cooper,,
Charles Thompson,,
Gary Gibson,,
Travis Denton,,
Ursula Sonnewald,,
Ant—nio Cunha,,
C_lia Ver’ssimo,,
J Aunins,"Moreira JL, Feliciano AS, Santana PC, Cruz PE, Aunins JG, Carrondo MJ. Repeated-batch cultures of baby hamster kidney cell aggregates in stirred vessels. Cytotechnology. 1994;15(1-3):337-49.",
Adriano Henriques,"Monteiro SM, Clemente JJ, Henriques AO, Gomes RJ, Carrondo MJ, Cunha AE. A procedure for high-yield spore production by Bacillus subtilis. Biotechnol Prog. 2005;21(4):1026-31.",
Jo‹o Clemente,"Monteiro SM, Clemente JJ, Henriques AO, Gomes RJ, Carrondo MJ, Cunha AE. A procedure for high-yield spore production by Bacillus subtilis. Biotechnol Prog. 2005;21(4):1026-31.",
Rui Gomes,"Monteiro SM, Clemente JJ, Henriques AO, Gomes RJ, Carrondo MJ, Cunha AE. A procedure for high-yield spore production by Bacillus subtilis. Biotechnol Prog. 2005;21(4):1026-31.",
Catarina Estêv‹o,,
A Ferreira,,
Albert Bensaid,,
Miguel Monteiro,,
Helen Sheridan,,
John Walsh,,
Abel Oliva,"Silva M, Cruz H, Rossetti O, Arese A, Oliva A. Development of an optical immunosensor based on the fluorescence of Cyanine-5 for veterinarian diagnostics. Biotechnol Lett. 2004;26(12):993-7.",
Alicia Arese,"Silva M, Cruz H, Rossetti O, Arese A, Oliva A. Development of an optical immunosensor based on the fluorescence of Cyanine-5 for veterinarian diagnostics. Biotechnol Lett. 2004;26(12):993-7.",
Helder Cruz,"Silva M, Cruz H, Rossetti O, Arese A, Oliva A. Development of an optical immunosensor based on the fluorescence of Cyanine-5 for veterinarian diagnostics. Biotechnol Lett. 2004;26(12):993-7.",
Marta Silva,"Silva M, Cruz H, Rossetti O, Arese A, Oliva A. Development of an optical immunosensor based on the fluorescence of Cyanine-5 for veterinarian diagnostics. Biotechnol Lett. 2004;26(12):993-7.",
D Moosmayer,,
F Pinto,,
M Thomaz,,
P Donner,,
R Gomes,,
R Pinto,,
Jos_ Figueiredo Marques,,
Maria Martins,,
Luis Maranga,"Maranga L, Mendonça RZ, Bengala A, et al. Enhancement of Sf-9 cell growth and longevity through supplementation of culture medium with hemolymph. Biotechnol Prog. 2003;19(1):58-63.",
A Carvalhal,"Carvalhal AV, Moreira JL, Carrondo MJ. Strategies to modulate BHK cell proliferation by the regulation of IRF-1 expression. J Biotechnol. 2001;92(1):47-59.",
I Marcelino,,
Ana Carvalhal,,
Jos_ Calado,,
Andr_ Bengala,"Maranga L, Mendonça RZ, Bengala A, et al. Enhancement of Sf-9 cell growth and longevity through supplementation of culture medium with hemolymph. Biotechnol Prog. 2003;19(1):58-63.",
Carlos Pereira,,
A Antonis,,
C Vela,,
J Casal,,
J Langeveld,,
L Maranga,,
C Burger,,
C Peixoto,"Maranga L, Mendonça RZ, Bengala A, et al. Enhancement of Sf-9 cell growth and longevity through supplementation of culture medium with hemolymph. Biotechnol Prog. 2003;19(1):58-63.",
E Dias,,
E Rieke,,
H Conradt,,
H Cruz,"Silva M, Cruz H, Rossetti O, Arese A, Oliva A. Development of an optical immunosensor based on the fluorescence of Cyanine-5 for veterinarian diagnostics. Biotechnol Lett. 2004;26(12):993-7.",
J Moreira,"Carvalhal AV, Moreira JL, Carrondo MJ. Strategies to modulate BHK cell proliferation by the regulation of IRF-1 expression. J Biotechnol. 2001;92(1):47-59.",
John Aunins,,
Carla Rosa,,
M Archer,,
M Bonif‡cio,,
M Rodrigues,,
H Teixeira,,
M Nimtz,,
D Gonçalves,,
J Almeida,,
P Cruz,,
A Leit‹o,,
J Marques,,
C Freitas,,
B Griffiths,,
D Looby,,
G Stacey,,
K Hayes,,
A Oliva,,
J Costa,,
J Henkel,,
M Stiene,,
M Vidal,,
A Feliciano,"Moreira JL, Feliciano AS, Santana PC, Cruz PE, Aunins JG, Carrondo MJ. Repeated-batch cultures of baby hamster kidney cell aggregates in stirred vessels. Cytotechnology. 1994;15(1-3):337-49.",
Alexander Taylor,,
Alexandre C™t_,,
Brian Albrecht,,
Christopher Nasveschuk,,
Eneida Pardo,,
Florence Poy,,
Hariharan Jayaram,,
James Audia,,
Jean-Christophe Harmange,,
Michael Hewitt,,
Nandana Bangalore Srinivasamurthy,,
Ravichandran Sankaranarayanan,,
Rishi Vaswani,,
Shivangi Joshi,,
Sreegouri Yellapantula,,
Steve Bellon,,
Swarnakumari Birudukota,,
Victor Gehling,,
Adlai Grayson,,
Brian Rubin,,
Cristina Antonescu,,
Erica Walsh,,
Noam Grunfeld,,
Paola Dal Cin,,
Peter Howley,,
Rajkumar Venkatramani,,
Shaila Rahman,,
Simone Kuhnle,,
G Paz,,
H Breitbart,,
H Yavetz,,
L Yogev,,
O Lehavi,,
R Hauser,,
S Barda,,
S Kleiman,,
Ann Greifenberg,"Itzen F, Greifenberg AK, Bösken CA, Geyer M. Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation. Nucleic Acids Res. 2014;",
Christian B_sken,"Itzen F, Greifenberg AK, Bösken CA, Geyer M. Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation. Nucleic Acids Res. 2014;",
Friederike Itzen,"Itzen F, Greifenberg AK, Bösken CA, Geyer M. Brd4 activates P-TEFb for RNA polymerase II CTD phosphorylation. Nucleic Acids Res. 2014;",
Claes Wahlestedt,,
El_onore Beurel,,
Elyse Barrett,,
Graham Packham,,
Jessica Okosun,,
Fatma Basibuyuk Sahin,,
Hilde Herrema,,
Isin Cakir,,
Lewis Cantley,24657164,
Mario Salazar,,
Sang Park,,
Serkan Cabi,,
Umut Ozcan,,
Amber Thompson,,
Andrew Cook,,
Anthony Tumber,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Catherine Rogers,,
David Pryde,,
Duncan Hay,,
Minghua Wang,,
Paul Brennan,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Robert Paton,,
Sarah Martin,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Stuart Conway,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Timothy Rooney,,
Andrea Reitsma,,
Andy Hsu,,
Benjamin Martin,,
Daniel Andrews,,
David Faulkner,,
David Ritchie,,
Geoffrey Matthews,,
Grant McArthur,,
Jake Shortt,,
Jason Ellul,,
Joan Heath,,
Karen Doggett,,
Maria Doyle,,
Paul Neeson,,
Philip Thompson,,
Ricky Johnstone,,
Simon Hogg,,
Tina Jockel,,
Christina Chow,,
David Bentrem,,
Hidayatullah Munshi,,
Kazumi Ebine,,
Krishan Kumar,,
Lawrence Knab,,
Sania Raza,,
Amedeo Caflisch,"Zhao H, Gartenmann L, Dong J, Spiliotopoulos D, Caflisch A. Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking. Bioorg Med Chem Lett. 2014;24(11):2493-6.",
Dimitrios Spiliotopoulos,"Zhao H, Gartenmann L, Dong J, Spiliotopoulos D, Caflisch A. Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking. Bioorg Med Chem Lett. 2014;24(11):2493-6.",
Hongtao Zhao,"Zhao H, Gartenmann L, Dong J, Spiliotopoulos D, Caflisch A. Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking. Bioorg Med Chem Lett. 2014;24(11):2493-6.",
Jing Dong,"Zhao H, Gartenmann L, Dong J, Spiliotopoulos D, Caflisch A. Discovery of BRD4 bromodomain inhibitors by fragment-based high-throughput docking. Bioorg Med Chem Lett. 2014;24(11):2493-6.",
Carla Ritagliati,,
Esteban Serra,,
Gabriela Villanova,,
Mar’a Machado Motta,,
Pamela Cribb,,
Roberto Sanchez,,
A Mart’nez,,
A Montraveta,,
A Moros,,
A Wiestner,,
D Colomer,,
E Campo,,
E Normant,,
G Rou_,,
I Saborit-Villarroya,,
P Balsas,,
P P_rez-Gal‡n,,
P Sandy,,
Francisco Juarez-Vicente,,
Mario Garcia-Dominguez,,
Jamel Meslamani,,
Jennifer Lee,???,"Chiu YH, Lee JY, Cantley LC. BRD7, a tumor suppressor, interacts with p85_ and regulates PI3K activity. Mol Cell. 2014;54(1):193-202."
Dengshun Miao,,
Janice Panney,,
Linya You,,
Lulu Chen,,
Karen Glass,,
Ashwin Shinde,,
Byung Rhieu,,
Darcy Franicola,,
Hebist Berhane,,
Hong Wang,,
Jeremiah Au,,
Joel Greenberger,,
Julie Goff,,
Michael Epperly,,
Ronny Kalash,,
Tracy Dixon,,
Chandrima Das,,
Christopher Malarkey,,
David Jones,,
Jessica Tyler,,
Mair Churchill,,
Sarita Namjoshi,,
Siddhartha Roy,,
Afsaneh Goudarzi,,
Hitoshi Shiota,,
Belinda Jim,,
Haibing Chen,,
John He,,
Peter Chuang,,
Ruijie Liu,,
Xuezhu Li,,
Jasper Yik,"Chen R, Yik JH, Lew QJ, Chao SH. Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer. Biomed Res Int. 2014;2014:232870.",
Qiao Lew,"Chen R, Yik JH, Lew QJ, Chao SH. Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer. Biomed Res Int. 2014;2014:232870.",
Ruichuan Chen,"Chen R, Yik JH, Lew QJ, Chao SH. Brd4 and HEXIM1: multiple roles in P-TEFb regulation and cancer. Biomed Res Int. 2014;2014:232870.",
Alison O&apos;Mahony,,
Christopher Wells,"Hewings DS, Fedorov O, Filippakopoulos P, et al. Optimization of 3,5-dimethylisoxazole derivatives as potent bromodomain ligands. J Med Chem. 2013;56(8):3217-27.",
Daniel Treiber,,
Elisabeth Lasater,,
Gabriel Pallares,,
Jeremy Hunt,,
Lisa Wodicka,,
Neil Shah,,
Pietro Ciceri,,
Dash Dhanak,,
Haitao Li,,
Liang Schweizer,,
Robert Copeland,,
Scott Armstrong,,
Stephen Baylin,,
Susan Wee,,
Andreas Becker,,
Ernst Sch_nbrunn,"Martin MP, Olesen SH, Georg GI, Schönbrunn E. Cyclin-dependent kinase inhibitor dinaciclib interacts with the acetyl-lysine recognition site of bromodomains. ACS Chem Biol. 2013;8(11):2360-5.",
Gunda Georg,"Martin MP, Olesen SH, Georg GI, Schönbrunn E. Cyclin-dependent kinase inhibitor dinaciclib interacts with the acetyl-lysine recognition site of bromodomains. ACS Chem Biol. 2013;8(11):2360-5.",
Jin-Yi Zhu,,
Mathew Martin,,
Norbert Berndt,,
Sanne Olesen,"Martin MP, Olesen SH, Georg GI, Schönbrunn E. Cyclin-dependent kinase inhibitor dinaciclib interacts with the acetyl-lysine recognition site of bromodomains. ACS Chem Biol. 2013;8(11):2360-5.",
Andrea Silva,?,"Silva AF, Carvalho G, Soares R, Coelho AV, Barreto crespo MT. Step-by-step strategy for protein enrichment and proteome characterisation of extracellular polymeric substances in wastewater treatment systems. Appl Microbiol Biotechnol. 2012;95(3):767-76."
Assen Roguev,,
Brian Strahl,,
Colm Ryan,,
Eric Bouhassira,,
Ernest Radovani,,
Harlizawati Jahari,,
Hyun-Soo Kim,,
Jack Greenblatt,,
Jeffrey Fillingham,,
Jiewei Xu,,
Kevin Hardwick,,
Michael-Christopher Keogh,,
Nevan Krogan,"Lu H, Li Z, Xue Y, et al. AFF1 is a ubiquitous P-TEFb partner to enable Tat extraction of P-TEFb from 7SK snRNP and formation of SECs for HIV transactivation. Proc Natl Acad Sci USA. 2014;111(1):E15-24.",
Rituparna Mukhopadhyay,,
Scott Rothbart,,
Thomas Kislinger,,
Vincent Vanoosthuyse,,
Antje Dittmann,,
Carsten Hopf,,
Chun-Wa Chung,,
Gerard Drewes,,
Gitte Neubauer,,
Marcus Bantscheff,,
Maria F_lth Savitski,,
Matthew Lindon,,
Mikhail Savitski,,
Paola Grandi,,
Rabinder Prinjha,,
B Evers,,
Binhua Zhou,,
Chi Wang,,
Elena Rusinova,,
Guangtao Zhang,,
Haining Zhu,,
Jian Shi,,
Jiong Deng,,
Jun Yao,,
Junlin Li,,
Lei Zeng,,
Min Tao,,
Qiang Zhang,,
Tiebang Kang,,
Yadi Wu,,
Yi-Xin Zeng,,
Yifan Wang,?,"Filippakopoulos P, Qi J, Picaud S, et al. Selective inhibition of BET bromodomains. Nature. 2010;468(7327):1067-73."
Dan-Feng Dong,"Wang JB, Dong DF, Gao K, Wang MD. Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells. Oncol Lett. 2014;7(3):651-657.",
Ju-Bo Wang,,
Ke Gao,"Wang JB, Dong DF, Gao K, Wang MD. Mechanisms underlying the biological changes induced by isocitrate dehydrogenase-1 mutation in glioma cells. Oncol Lett. 2014;7(3):651-657.",
Chelsea Paresi,,
Gardner Creech,,
Samuel Danishefsky,,
Daniel Gallenkamp,,
Hilmar Weinmann,,
Andrea Johnstone,,
Bryce Allen,,
Chiara Pastori,,
Clara Penas,,
Claude-Henry Volmar,,
Jann Sarkaria,,
Mark Daniel,,
Nagi Ayad,,
Regina Graham,,
Ricardo Komotar,,
Baiqun Zhang,,
Ping Hu,,
Qiang Wang,,
Shuai Zhang,,
Xinghui Wang,,
Angelina Measures,,
Brian Wilson,,
Laura Jennings,,
Anja Roden,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Brian Costello,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Craig Nerby,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Geoffrey Shapiro,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
John Hilton,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Julian Molina,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Randolph Marks,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Roxana Dronca,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Sameer Parikh,"Parikh SA, French CA, Costello BA, et al. NUT midline carcinoma: an aggressive intrathoracic neoplasm. J Thorac Oncol. 2013;8(10):1335-8.",
Jason Diaz,,
Agustin Fernandez,,
Beatriz Suarez-Alvarez,,
Carlos Lopez-Larrea,,
Clara Bueno,,
Covadonga Huidobro,,
Estela Tora–o,,
Jose Garcia-Perez,,
Mario Fraga,,
Pablo Menendez,,
Ramon Rodriguez,,
Boris Wilson,,
Charles Roberts,,
Francisca Vazquez,,
Katherine Helming,,
William Hahn,,
Xiaofeng Wang,,
Youngha Kim,,
Adam Stein,,
Andre White,,
Emily Gesner,,
Eric Campeau,,
Eric Fontano,,
Gregory Wagner,,
