year,title,pmid,lastname,forename,initials,affiliation,lab
2014,MLL3 Is a Haploinsufficient 7q Tumor Suppressor in Acute Myeloid Leukemia.,24794707,Kogan,Scott,S,"<affiliation>Department of Laboratory Medicine &amp; Helen Diller Family Comprehensive Cancer Center, University of California, San Francisco, SanåÊFrancisco, CA 94158, USA.</affiliation>",
2014,MLL3 Is a Haploinsufficient 7q Tumor Suppressor in Acute Myeloid Leukemia.,24794707,Zuber,Johannes,J,"Cold Spring Harbor Laboratory, One Bungtown Road, Cold Spring Harbor, NY 11724, USA; Research Institute of Molecular Pathology, 1030 Vienna, Austria.",
2014,MLL3 Is a Haploinsufficient 7q Tumor Suppressor in Acute Myeloid Leukemia.,24794707,Lowe,Scott W,SW,"Cancer Biology and Genetics Program, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA; Howard Hughes Medical Institute, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA. Electronic address: lowes@mskcc.org.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Ray,Sutapa,S,"Sealy Center for Molecular Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States; Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Zhao,Yingxin,Y,"Sealy Center for Molecular Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States; Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States; Institute for Translational Sciences, University of Texas Medical Branch, Galveston, TX 77555, United States.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Jamaluddin,Mohammad,M,"Institute for Translational Sciences, University of Texas Medical Branch, Galveston, TX 77555, United States.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Edeh,Chukwudi B,CB,"Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Lee,Chang,C,"Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States.",
2014,Inducible STAT3 NH2 terminal mono-ubiquitination promotes BRD4 complex formation to regulate apoptosis.,24657799,Brasier,Allan R,AR,"Sealy Center for Molecular Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States; Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX 77555, United States; Institute for Translational Sciences, University of Texas Medical Branch, Galveston, TX 77555, United States. Electronic address: arbrasie@utmb.edu.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Fowler,Trent,T,"Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Ghatak,Payel,P,"Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Price,David H,DH,"Biochemistry Department, University of Iowa, Iowa City, Iowa, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Conaway,Ronald,R,"Stowers Institute for Medical Research, Kansas City, Missouri, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Conaway,Joan,J,"Stowers Institute for Medical Research, Kansas City, Missouri, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Chiang,Cheng-Ming,CM,"Simmons Comprehensive Cancer Center, University of Texas Southwestern Medical Center, Dallas, Texas, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Bradner,James E,JE,"Dana Farber Cancer Institute, Harvard Medical School, Boston, Massachusetts, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Shilatifard,Ali,A,"Stowers Institute for Medical Research, Kansas City, Missouri, United States of America.",
2014,Regulation of MYC expression and differential JQ1 sensitivity in cancer cells.,24466310,Roy,Ananda L,AL,"Department of Developmental, Molecular and Chemical Biology, Tufts University School of Medicine, Boston, Massachusetts, United States of America ; Program in Genetics, Sackler School of Biomedical Science, Tufts University School of Medicine, Boston, Massachusetts, United States of America ; Program in Immunology, Sackler School of Biomedical Science, Tufts University School of Medicine, Boston, Massachusetts, United States of America.",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Nestola,Piergiuseppe,P,"<affiliation>IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica, Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Villain,Louis,L,"Sartorius Stedim Biotech, August-Spindler-Strasse 11, 37079 Gottingen, Germany.",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Peixoto,Cristina,C,"<affiliation>IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal.</affiliation>",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Martins,Duarte L,DL,"<affiliation>IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica, Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Alves,Paula M,PM,"<affiliation>IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica, Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Carrondo,Manuel J T,MJ,"<affiliation>IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica, Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal; Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal.</affiliation>",
2014,Impact of grafting on the design of new membrane adsorbers for adenovirus purification.,24747081,Mota,<forename>JosÌ© P B</forename>,JP,"<affiliation>Requimte/CQFB, Departamento de QuÌ_mica, Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal; IBET - Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2780-901 Oeiras, Portugal. Electronic address: pmota@fct.unl.pt.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Fernandes,Fabiana,F,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Dias,Mafalda M,MM,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Vidigal,<forename>JoÌ£o</forename>,J,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Sousa,Marcos F Q,MF,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Patrone,Marco,M,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Teixeira,Ana P,AP,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal.</affiliation>",
2014,Production of rotavirus core-like particles in Sf9 cells using recombinase-mediated cassette exchange.,24333128,Alves,Paula M,PM,"<affiliation>IBET, Instituto de Biologia Experimental e TecnolÌ_gica, Apartado 12, 2781-901 Oeiras, Portugal; Instituto de Tecnologia QuÌ_mica e BiolÌ_gica (ITQB), Universidade Nova de Lisboa, Av. da RepÌ_blica, 2780-157 Oeiras, Portugal. Electronic address: marques@itqb.unl.pt.</affiliation>",
2014,The relationship between mixed microbial culture composition and PHA production performance from fermented molasses.,24025669,Carvalho,Gilda,G,"<affiliation>REQUIMTE/CQFB, Department of Chemistry, Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal; IBET, Apartado 12, 2781-901 Oeiras, Portugal. Electronic address: gs.carvalho@fct.unl.pt.</affiliation>",
2014,The relationship between mixed microbial culture composition and PHA production performance from fermented molasses.,24025669,Oehmen,Adrian,A,"<affiliation>REQUIMTE/CQFB, Department of Chemistry, Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal.</affiliation>",
2014,The relationship between mixed microbial culture composition and PHA production performance from fermented molasses.,24025669,Albuquerque,Maria G E,MG,"<affiliation>REQUIMTE/CQFB, Department of Chemistry, Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal.</affiliation>",
2014,The relationship between mixed microbial culture composition and PHA production performance from fermented molasses.,24025669,Reis,Maria A M,MA,"<affiliation>REQUIMTE/CQFB, Department of Chemistry, Faculdade de CiÌ»ncias e Tecnologia, Universidade Nova de Lisboa, 2829-516 Caparica, Portugal.</affiliation>",
2014,Pharmacological Inhibition of Bromodomain-Containing Proteins in Inflammation.,24890512,Schaefer,Uwe,U,"Laboratory of Immune Cell Epigenetics and Signaling, The Rockefeller University, New York, New York 10065.",
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Rooney,Timothy P C,TP,"Department of Chemistry, Chemistry Research Laboratory, University of Oxford, Mansfield Road, Oxford, OX1 3TA (UK) http://conway.chem.ox.ac.uk/",
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Filippakopoulos,Panagis,P,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Fedorov,Oleg,O,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Picaud,Sarah,S,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Cortopassi,Wilian A,WA,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Hay,Duncan A,DA,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Martin,Sarah,S,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Tumber,Anthony,A,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Rogers,Catherine M,CM,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Philpott,Martin,M,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Wang,Minghua,M,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Thompson,Amber L,AL,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Heightman,Tom D,TD,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Pryde,David C,DC,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Cook,Andrew,A,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Paton,Robert S,RS,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,<lastname>MÌ_ller</lastname>,Susanne,S,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Knapp,Stefan,S,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Brennan,Paul E,PE,None,
2014,A Series of Potent CREBBP Bromodomain Ligands Reveals an Induced-Fit Pocket Stabilized by a Cation-ìÛ Interaction.,24821300,Conway,Stuart J,SJ,None,
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Moros,A,A,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,<lastname>RodrÌ_guez</lastname>,V,V,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Saborit-Villarroya,I,I,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Montraveta,A,A,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Balsas,P,P,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Sandy,P,P,"Department of Pharmacology, Constellation Pharmaceuticals, Inc., Cambridge, MA, USA.",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,<lastname>MartÌ_nez</lastname>,A,A,"<affiliation>Hematopathology Unit, Department of Pathology, Hospital ClÌ_nic, Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Wiestner,A,A,"Hematology Branch, National Heart, Lung, and Blood Institute, National Institutes of Health, Bethesda, MD, USA.",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Normant,E,E,"Department of Pharmacology, Constellation Pharmaceuticals, Inc., Cambridge, MA, USA.",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Campo,E,E,"<affiliation>1] Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain [2] Hematopathology Unit, Department of Pathology, Hospital ClÌ_nic, Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,<lastname>PÌ©rez-GalÌÁn</lastname>,P,P,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,Colomer,D,D,"<affiliation>1] Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain [2] Hematopathology Unit, Department of Pathology, Hospital ClÌ_nic, Barcelona, Spain.</affiliation>",
2014,Synergistic antitumor activity of lenalidomide with the BET bromodomain inhibitor CPI203 in bortezomib-resistant mantle cell lymphoma.,24721791,<lastname>RouÌ©</lastname>,G,G,"<affiliation>Hemato-Oncology Department, Institut d'Investigacions BiomÌ¬diques August Pi i Sunyer (IDIBAPS), Barcelona, Spain.</affiliation>",
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Das,Chandrima,C,"Department of Biochemistry and Molecular Biology, University of Texas MD Anderson Cancer Center, Houston, TX 77030.",
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Roy,Siddhartha,S,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Namjoshi,Sarita,S,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Malarkey,Christopher S,CS,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Jones,David N M,DN,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Kutateladze,Tatiana G,TG,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Churchill,Mair E A,ME,None,
2014,Binding of the histone chaperone ASF1 to the CBP bromodomain promotes histone acetylation.,24616510,Tyler,Jessica K,JK,None,
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Kim,Hyun-Soo,HS,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Mukhopadhyay,Rituparna,R,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Rothbart,Scott B,SB,"Department of Biochemistry and Biophysics, UNC School of Medicine, Chapel Hill, NC 27599, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Silva,Andrea C,AC,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Vanoosthuyse,Vincent,V,"Wellcome Trust Centre for Cell Biology, University of Edinburgh, Edinburgh EH9 3QR, Scotland.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Radovani,Ernest,E,"Department of Chemistry and Biology, Ryerson University, Toronto, ON M5B 2K3, Canada.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Kislinger,Thomas,T,"Princess Margaret Cancer Center, Toronto, ON M5G 1L7, Canada.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Roguev,Assen,A,"Department of Cellular and Molecular Pharmacology, UCSF, San Francisco, CA 94158, USA; California Institute for Quantitative Biosciences, San Francisco, CA 94158, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Ryan,Colm J,CJ,"Department of Cellular and Molecular Pharmacology, UCSF, San Francisco, CA 94158, USA; California Institute for Quantitative Biosciences, San Francisco, CA 94158, USA; School of Medicine &amp; Medical Science, University College, Dublin 4, Ireland.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Xu,Jiewei,J,"Department of Cellular and Molecular Pharmacology, UCSF, San Francisco, CA 94158, USA; California Institute for Quantitative Biosciences, San Francisco, CA 94158, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Jahari,Harlizawati,H,"<affiliation>Department of Cellular and Molecular Pharmacology, UCSF, San Francisco, CA 94158, USA; California Institute for Quantitative Biosciences, San Francisco, CA 94158, USA; Malaysian Institute of Pharmaceuticals and Nutraceuticals, 11800åÊUSM Penang, Malaysia.</affiliation>",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Hardwick,Kevin G,KG,"Wellcome Trust Centre for Cell Biology, University of Edinburgh, Edinburgh EH9 3QR, Scotland.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Greenblatt,Jack F,JF,"Terrence Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, ON M5S 3E1, Canada.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Krogan,Nevan J,NJ,"Department of Cellular and Molecular Pharmacology, UCSF, San Francisco, CA 94158, USA; California Institute for Quantitative Biosciences, San Francisco, CA 94158, USA; J. David Gladstone Institutes, San Francisco, CA 94158, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Fillingham,Jeffrey S,JS,"Department of Chemistry and Biology, Ryerson University, Toronto, ON M5B 2K3, Canada.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Strahl,Brian D,BD,"Department of Biochemistry and Biophysics, UNC School of Medicine, Chapel Hill, NC 27599, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Bouhassira,Eric E,EE,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Edelmann,Winfried,W,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA.",
2014,Identification of a BET family bromodomain/casein kinase II/TAF-containing complex as a regulator of mitotic condensin function.,24565511,Keogh,Michael-Christopher,MC,"Department of Cell Biology, Albert Einstein College of Medicine, New York, NY 10454, USA. Electronic address: michael.keogh@einstein.yu.edu.",
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Hu,Ping,P,"Hefei National Laboratory for Physical Sciences at Microscale, CAS Key Laboratory of Soft Matter Chemistry and Department of Chemistry, University of Science and Technology of China, Hefei, Anhui, 230026 (P.R. China).",
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Wang,Xinghui,X,None,
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Zhang,Baiqun,B,None,
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Zhang,Shuai,S,None,
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Wang,Qiang,Q,None,
2014,Fluorescence polarization for the evaluation of small-molecule inhibitors of PCAF‰ÛÉBRD/Tat-AcK50 association.,24474698,Wang,Zhiyong,Z,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Chaidos,Aristeidis,A,"Centre for Haematology, Department of Medicine, Hammersmith Hospital, Imperial College London, London, United Kingdom;",
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Caputo,Valentina,V,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Gouvedenou,Katerina,K,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Liu,Binbin,B,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Marigo,Ilaria,I,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Chaudhry,Mohammed Suhail,MS,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Rotolo,Antonia,A,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Tough,David F,DF,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Smithers,Nicholas N,NN,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Bassil,Anna K,AK,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Chapman,Trevor D,TD,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Harker,Nicola R,NR,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Barbash,Olena,O,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Tummino,Peter,P,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Al-Mahdi,Niam,N,None,
2014,Potent antimyeloma activity of the novel bromodomain inhibitors I-BET151 and I-BET762.,24335499,Haynes,Andrea C,AC,None,
