year,title,pmid,lastname,forename,initials,affiliation,lab
2014,Genome-Scale Acetylation-Dependent Histone Eviction during Spermatogenesis.,24613302,Rousseaux,Sophie,S,"<affiliation>Institut National de la SantÃ© et de la Recherche MÃ©dicale U823 and UniversitÃ© Grenoble Alpes Institut Albert Bonniot, Grenoble F-38700, France.</affiliation>",
2014,Genome-Scale Acetylation-Dependent Histone Eviction during Spermatogenesis.,24613302,Khochbin,Saadi,S,"<affiliation>Institut National de la SantÃ© et de la Recherche MÃ©dicale U823 and UniversitÃ© Grenoble Alpes Institut Albert Bonniot, Grenoble F-38700, France. Electronic address: khochbin@ujf-grenoble.fr.</affiliation>",
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Dittmann,Antje,A,"Cellzome GmbH , Meyerhofstrasse 1, 69117 Heidelberg, Germany.",
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Werner,Thilo,T,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Chung,Chun-Wa,CW,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Savitski,Mikhail M,MM,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,<lastname>FÃ_lth Savitski</lastname>,Maria,M,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Grandi,Paola,P,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Hopf,Carsten,C,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Lindon,Matthew,M,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Neubauer,Gitte,G,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Prinjha,Rabinder K,RK,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Bantscheff,Marcus,M,None,
2014,The commonly used PI3-kinase probe LY294002 is an inhibitor of BET bromodomains.,24533473,Drewes,Gerard,G,None,
2014,ChEpiMod: a knowledgebase for chemical modulators of epigenome reader domains.,24470572,Meslamani,Jamel,J,"Department of Structural and Chemical Biology, Icahn School of Medicine at Mount Sinai, 1425 Madison Avenue, New York, NY, 10029, USA.",
2014,ChEpiMod: a knowledgebase for chemical modulators of epigenome reader domains.,24470572,Smith,Steven G,SG,None,
2014,ChEpiMod: a knowledgebase for chemical modulators of epigenome reader domains.,24470572,Sanchez,Roberto,R,None,
2014,ChEpiMod: a knowledgebase for chemical modulators of epigenome reader domains.,24470572,Zhou,Ming-Ming,MM,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Zou,June X,JX,"UC Davis Cancer Center/Basic Sciences, University of California, Davis, UCDMC Research III, Room 1400B, 4645 2nd Avenue, Sacramento, CA 95817. hwzchen@ucdavis.edu.",
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Duan,Zhijian,Z,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Wang,Junjian,J,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Sokolov,Alex,A,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Xu,Jianzhen,J,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Chen,Christopher Z,CZ,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Li,Jian Jian,JJ,None,
2014,"Kinesin family deregulation coordinated by bromodomain protein ANCCA and histone methyltransferase MLL for breast cancer cell growth, survival, and tamoxifen resistance.",24391143,Chen,Hong-Wu,HW,None,
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Poplawski,Amanda,A,"Department of Pharmaceutical Sciences, Albany College of Pharmacy and Health Sciences, Colchester, VT 05446, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Hu,Kaifeng,K,"National Magnetic Resonance Facility at Madison and Department of Biochemistry, University of Wisconsin-Madison, Madison, WI 53706, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Lee,Woonghee,W,"National Magnetic Resonance Facility at Madison and Department of Biochemistry, University of Wisconsin-Madison, Madison, WI 53706, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Natesan,Senthil,S,"Department of Pharmaceutical Sciences, Albany College of Pharmacy and Health Sciences, Colchester, VT 05446, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Peng,Danni,D,"Department of Biochemistry and Molecular Biology, Division of Basic Science Research, University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Carlson,Samuel,S,"Department of Pharmaceutical Sciences, Albany College of Pharmacy and Health Sciences, Colchester, VT 05446, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Shi,Xiaobing,X,"Department of Biochemistry and Molecular Biology, Division of Basic Science Research, University of Texas MD Anderson Cancer Center, Houston, TX 77030, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Balaz,Stefan,S,"Department of Pharmaceutical Sciences, Albany College of Pharmacy and Health Sciences, Colchester, VT 05446, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Markley,John L,JL,"National Magnetic Resonance Facility at Madison and Department of Biochemistry, University of Wisconsin-Madison, Madison, WI 53706, USA.",
2014,Molecular insights into the recognition of N-terminal histone modifications by the BRPF1 bromodomain.,24333487,Glass,Karen C,KC,"Department of Pharmaceutical Sciences, Albany College of Pharmacy and Health Sciences, Colchester, VT 05446, USA. Electronic address: karen.glass@acphs.edu.",
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Zucchelli,Chiara,C,"Dulbecco Telethon Institute, c/o Biomolecular NMR Laboratory, S. Raffaele Scientific Institute, Milano, Italy.",
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Tamburri,Simone,S,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Quilici,Giacomo,G,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Palagano,Eleonora,E,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Berardi,Andrea,A,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Saare,Mario,M,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Peterson,<forename>PÃ_rt</forename>,P,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Bachi,Angela,A,None,
2014,Structure of human Sp140 PHD finger: an atypical fold interacting with Pin1.,24267382,Musco,Giovanna,G,None,
2014,Zinc finger protein in severe dry eye syndrome.,24215362,Lee,Seung Hoon,SH,"Department of Ophthalmology, College of Medicine, Chung-Ang University Hospital , Heukseok-dong, Dongjak-Gu, Seoul , South Korea and.",
2014,Zinc finger protein in severe dry eye syndrome.,24215362,Park,Min-Yi,MY,None,
2014,Zinc finger protein in severe dry eye syndrome.,24215362,Kim,Kyoung Woo,KW,None,
2014,Zinc finger protein in severe dry eye syndrome.,24215362,Wee,Sung Wook,SW,None,
2014,Zinc finger protein in severe dry eye syndrome.,24215362,Kim,Jae Chan,JC,None,
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Gallagher,S J,SJ,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Mijatov,B,B,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Gunatilake,D,D,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Tiffen,J C,JC,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Gowrishankar,K,K,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Jin,L,L,"Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Pupo,G M,GM,"Westmead Institute for Cancer Research, The University of Sydney at Westmead Millennium Institute, Westmead Hospital, Westmead, New South Wales, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Cullinane,C,C,"1] Translational Research Laboratory, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia [2] Oncogenic Signalling and Growth Control Program, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Prinjha,R K,RK,"Epinova Discovery Performance Unit, GlaxoSmithKline, Stevenage, UK.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Smithers,N,N,"Epinova Discovery Performance Unit, GlaxoSmithKline, Stevenage, UK.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,McArthur,G A,GA,"1] Translational Research Laboratory, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia [2] Oncogenic Signalling and Growth Control Program, Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Rizos,H,H,"Westmead Institute for Cancer Research, The University of Sydney at Westmead Millennium Institute, Westmead Hospital, Westmead, New South Wales, Australia.",
2014,The Epigenetic Regulator I-BET151 Induces BIM Dependent Apoptosis and Cell Cycle Arrest OF Human Melanoma Cells.,24906137,Hersey,P,P,"1] Melanoma Research Group. Kolling Institute of Medical Research, University of Sydney, Pacific Hwy/RNSH, St Leonards, NSW, Australia [2] Melanoma Institute of Australia, North Sydney, NSW, Australia.",
2014,"Transcriptional control of HIV latency: cellular signaling pathways, epigenetics, happenstance and the hope for a cure.",24565118,Mbonye,Uri,U,"Department of Molecular Biology and Microbiology, Case Western Reserve University, School of Medicine, Cleveland, OH 44106, United States.",
2014,"Transcriptional control of HIV latency: cellular signaling pathways, epigenetics, happenstance and the hope for a cure.",24565118,Karn,Jonathan,J,"Department of Molecular Biology and Microbiology, Case Western Reserve University, School of Medicine, Cleveland, OH 44106, United States. Electronic address: jxk153@cwru.edu.",
2014,Expression of P16 in NUT carcinomas with no association with human papillomavirus (HPV).,24185123,Salles,Paulo Guilherme de Oliveira,PG,"<affiliation>*Instituto Mario Penna and Biocor Instituto, Belo Horizonte, MG â€ Consultoria em Patologia, Botucatu, SP, Brazil.</affiliation>",
2014,Expression of P16 in NUT carcinomas with no association with human papillomavirus (HPV).,24185123,Moura,Rafael de Deus,Rde D,None,
2014,Expression of P16 in NUT carcinomas with no association with human papillomavirus (HPV).,24185123,Menezes,<forename>LetÃ_cia M</forename>,LM,None,
2014,Expression of P16 in NUT carcinomas with no association with human papillomavirus (HPV).,24185123,Bacchi,Carlos E,CE,None,
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Hussong,M,M,"1] Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany [2] Department of Biology, Chemistry and Pharmacy, Free University, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,<lastname>BÃ¶rno</lastname>,S T,ST,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Kerick,M,M,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Wunderlich,A,A,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Franz,A,A,"1] Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany [2] Department of Biology, Chemistry and Pharmacy, Free University, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,<lastname>SÃ_ltmann</lastname>,H,H,"Cancer Genome Research, German Cancer Research Center (DKFZ), Heidelberg, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Timmermann,B,B,"Next Generation Sequencing Group, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Lehrach,H,H,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Hirsch-Kauffmann,M,M,"Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany.",
2014,The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.,24763052,Schweiger,M R,MR,"1] Department of Vertebrate Genomics, Max Planck Institute for Molecular Genetics, Berlin, Germany [2] Cologne Center for Genomics, University of Cologne, Cologne, Germany.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Knoechel,Birgit,B,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. [4] Division of Hematology/Oncology, Boston Children's Hospital and Harvard Medical School, Boston, Massachusetts, USA. [5].",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Roderick,Justine E,JE,"1] Department of Cancer Biology, University of Massachusetts Medical School, Worcester, Massachusetts, USA. [2].",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Williamson,Kaylyn E,KE,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [4] Howard Hughes Medical Institute, Chevy Chase, Maryland, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Zhu,Jiang,J,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [4] Howard Hughes Medical Institute, Chevy Chase, Maryland, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Lohr,Jens G,JG,"1] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [2] Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Cotton,Matthew J,MJ,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [4] Howard Hughes Medical Institute, Chevy Chase, Maryland, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Gillespie,Shawn M,SM,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [4] Howard Hughes Medical Institute, Chevy Chase, Maryland, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Fernandez,Daniel,D,"1] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [2] Biostatistics Graduate Program, Harvard University, Cambridge, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Ku,Manching,M,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Wang,Hongfang,H,"Department of Pathology, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Piccioni,Federica,F,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Silver,Serena J,SJ,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Jain,Mohit,M,"1] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [2] Center for Human Genetic Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [3] Department of Molecular Biology, Massachusetts General Hospital, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Pearson,Daniel,D,"1] Division of Hematology/Oncology, Boston Children's Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Biological and Biomedical Sciences Graduate Program, Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Kluk,Michael J,MJ,"Department of Pathology, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Ott,Christopher J,CJ,"Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Shultz,Leonard D,LD,"Jackson Laboratory, Bar Harbor, Maine, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Brehm,Michael A,MA,"Program in Molecular Medicine, University of Massachusetts Medical School, Worcester, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Greiner,Dale L,DL,"Program in Molecular Medicine, University of Massachusetts Medical School, Worcester, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Gutierrez,Alejandro,A,"1] Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. [2] Division of Hematology/Oncology, Boston Children's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Stegmaier,Kimberly,K,"1] Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. [2] Division of Hematology/Oncology, Boston Children's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Kung,Andrew L,AL,"1] Department of Pediatric Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA. [2] Division of Hematology/Oncology, Boston Children's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Root,David E,DE,"Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Bradner,James E,JE,"1] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [2] Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Aster,Jon C,JC,"Department of Pathology, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Kelliher,Michelle A,MA,"Department of Cancer Biology, University of Massachusetts Medical School, Worcester, Massachusetts, USA.",
2014,An epigenetic mechanism of resistance to targeted therapy in T cell acute lymphoblastic leukemia.,24584072,Bernstein,Bradley E,BE,"1] Department of Pathology, Massachusetts General Hospital and Harvard Medical School, Boston, Massachusetts, USA. [2] Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USA. [3] Center for Cancer Research, Massachusetts General Hospital, Boston, Massachusetts, USA. [4] Howard Hughes Medical Institute, Chevy Chase, Maryland, USA.",
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Liu,Suhu,S,"Authors' Affiliations: Department of Medical Oncology, Dana-Farber Cancer Institute, and Departments of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts; and Department of Immunology, Institute of Biomedical Science, University of Sao Paulo, Sao Paulo, Brazil.",
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Walker,Sarah R,SR,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Nelson,Erik A,EA,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Cerulli,Robert,R,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Xiang,Michael,M,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Toniolo,Patricia A,PA,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Qi,Jun,J,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Stone,Richard M,RM,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Wadleigh,Martha,M,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Bradner,James E,JE,None,
2014,Targeting STAT5 in hematologic malignancies through inhibition of the bromodomain and extra-terminal (BET) bromodomain protein BRD2.,24435449,Frank,David A,DA,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Bandopadhayay,Pratiti,P,"Authors' Affiliations: Departments of Cancer Biology and Medical Oncology, Dana-Farber Cancer Institute and Harvard Medical School; Pediatric Neuro-Oncology, Department of Pediatric Oncology, Dana-Farber Cancer Institute and Division of Pediatric Hematology/Oncology, Boston Children's Hospital; Center for Cancer Genome Characterization, Dana-Farber Cancer Institute, Boston; The Broad Institute of MIT and Harvard, Cambridge, Massachusetts; Departments of Neurology and Neurological Sciences and Neurosurgery, Stanford University School of Medicine; Stanford Cancer Institute, Stanford University Medical Center, Stanford; Tumor Initiation and Maintenance Program, NCI-Designated Cancer Center, Sanford-Burnham Medical Research Institute, La Jolla; Department of Neurology, Pediatrics, and Neurosurgery, University of California, San Francisco, California; and Department of Immunology, Genetics and Pathology, Science for Life Laboratory, Rudbeck Laboratory, Uppsala University, Uppsala, Sweden.",
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Bergthold,Guillaume,G,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Nguyen,Brian,B,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Schubert,Simone,S,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Gholamin,Sharareh,S,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Tang,Yujie,Y,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Bolin,Sara,S,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Schumacher,Steven E,SE,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Zeid,Rhamy,R,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Masoud,Sabran,S,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Yu,Furong,F,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Vue,Nujsaubnusi,N,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Gibson,William J,WJ,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Paolella,Brenton R,BR,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Mitra,Siddhartha S,SS,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Cheshier,Samuel H,SH,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Qi,Jun,J,None,
2014,BET bromodomain inhibition of MYC-amplified medulloblastoma.,24297863,Liu,Kun-Wei,KW,None,
